imagePath,Ysub,Ybasic,A,V,OriginalID
clean/airplane/airplane_clean_00034.png,airplane,vehicle,air,clean,airplane_00264
clean/automobile/automobile_clean_00026.png,automobile,vehicle,land,clean,automobile_00265
clean/truck/truck_clean_00023.png,truck,vehicle,land,clean,truck_00266
clean/frog/frog_clean_00024.png,frog,animal,land,clean,frog_00267
clean/truck/truck_clean_00024.png,truck,vehicle,land,clean,truck_00268
clean/automobile/automobile_clean_00027.png,automobile,vehicle,land,clean,automobile_00269
clean/horse/horse_clean_00027.png,horse,animal,land,clean,horse_00270
clean/horse/horse_clean_00028.png,horse,animal,land,clean,horse_00271
clean/horse/horse_clean_00029.png,horse,animal,land,clean,horse_00272
clean/airplane/airplane_clean_00035.png,airplane,vehicle,air,clean,airplane_00273
clean/ship/ship_clean_00022.png,ship,vehicle,water,clean,ship_00274
clean/automobile/automobile_clean_00028.png,automobile,vehicle,land,clean,automobile_00275
clean/truck/truck_clean_00025.png,truck,vehicle,land,clean,truck_00276
clean/frog/frog_clean_00025.png,frog,animal,land,clean,frog_00277
clean/automobile/automobile_clean_00029.png,automobile,vehicle,land,clean,automobile_00278
clean/airplane/airplane_clean_00036.png,airplane,vehicle,air,clean,airplane_00279
clean/truck/truck_clean_00026.png,truck,vehicle,land,clean,truck_00280
clean/deer/deer_clean_00027.png,deer,animal,land,clean,deer_00281
clean/dog/dog_clean_00023.png,dog,animal,land,clean,dog_00282
clean/deer/deer_clean_00028.png,deer,animal,land,clean,deer_00283
clean/bird/bird_clean_00038.png,bird,animal,air,clean,bird_00284
clean/airplane/airplane_clean_00037.png,airplane,vehicle,air,clean,airplane_00285
clean/dog/dog_clean_00024.png,dog,animal,land,clean,dog_00286
clean/horse/horse_clean_00030.png,horse,animal,land,clean,horse_00287
clean/deer/deer_clean_00029.png,deer,animal,land,clean,deer_00288
clean/airplane/airplane_clean_00038.png,airplane,vehicle,air,clean,airplane_00289
clean/cat/cat_clean_00029.png,cat,animal,land,clean,cat_00290
clean/airplane/airplane_clean_00039.png,airplane,vehicle,air,clean,airplane_00291
clean/ship/ship_clean_00023.png,ship,vehicle,water,clean,ship_00292
clean/deer/deer_clean_00030.png,deer,animal,land,clean,deer_00293
clean/dog/dog_clean_00025.png,dog,animal,land,clean,dog_00294
clean/automobile/automobile_clean_00030.png,automobile,vehicle,land,clean,automobile_00295
clean/cat/cat_clean_00030.png,cat,animal,land,clean,cat_00296
clean/ship/ship_clean_00024.png,ship,vehicle,water,clean,ship_00297
clean/bird/bird_clean_00039.png,bird,animal,air,clean,bird_00298
clean/dog/dog_clean_00026.png,dog,animal,land,clean,dog_00299
clean/ship/ship_clean_00025.png,ship,vehicle,water,clean,ship_00300
clean/deer/deer_clean_00031.png,deer,animal,land,clean,deer_00301
clean/airplane/airplane_clean_00040.png,airplane,vehicle,air,clean,airplane_00302
clean/automobile/automobile_clean_00031.png,automobile,vehicle,land,clean,automobile_00303
clean/ship/ship_clean_00026.png,ship,vehicle,water,clean,ship_00304
clean/truck/truck_clean_00027.png,truck,vehicle,land,clean,truck_00305
clean/bird/bird_clean_00040.png,bird,animal,air,clean,bird_00306
clean/horse/horse_clean_00031.png,horse,animal,land,clean,horse_00307
clean/ship/ship_clean_00027.png,ship,vehicle,water,clean,ship_00308
clean/cat/cat_clean_00031.png,cat,animal,land,clean,cat_00309
clean/bird/bird_clean_00041.png,bird,animal,air,clean,bird_00310
clean/dog/dog_clean_00027.png,dog,animal,land,clean,dog_00311
clean/bird/bird_clean_00042.png,bird,animal,air,clean,bird_00312
clean/automobile/automobile_clean_00032.png,automobile,vehicle,land,clean,automobile_00313
clean/automobile/automobile_clean_00033.png,automobile,vehicle,land,clean,automobile_00314
clean/truck/truck_clean_00028.png,truck,vehicle,land,clean,truck_00315
clean/truck/truck_clean_00029.png,truck,vehicle,land,clean,truck_00316
clean/bird/bird_clean_00043.png,bird,animal,air,clean,bird_00317
clean/deer/deer_clean_00032.png,deer,animal,land,clean,deer_00318
clean/ship/ship_clean_00028.png,ship,vehicle,water,clean,ship_00319
clean/bird/bird_clean_00044.png,bird,animal,air,clean,bird_00320
clean/deer/deer_clean_00033.png,deer,animal,land,clean,deer_00321
clean/horse/horse_clean_00032.png,horse,animal,land,clean,horse_00322
clean/deer/deer_clean_00034.png,deer,animal,land,clean,deer_00323
clean/automobile/automobile_clean_00034.png,automobile,vehicle,land,clean,automobile_00324
clean/cat/cat_clean_00032.png,cat,animal,land,clean,cat_00325
clean/automobile/automobile_clean_00035.png,automobile,vehicle,land,clean,automobile_00326
clean/automobile/automobile_clean_00036.png,automobile,vehicle,land,clean,automobile_00327
clean/cat/cat_clean_00033.png,cat,animal,land,clean,cat_00328
clean/automobile/automobile_clean_00037.png,automobile,vehicle,land,clean,automobile_00329
clean/frog/frog_clean_00026.png,frog,animal,land,clean,frog_00330
clean/frog/frog_clean_00027.png,frog,animal,land,clean,frog_00331
clean/airplane/airplane_clean_00041.png,airplane,vehicle,air,clean,airplane_00332
clean/ship/ship_clean_00029.png,ship,vehicle,water,clean,ship_00333
clean/frog/frog_clean_00028.png,frog,animal,land,clean,frog_00334
clean/dog/dog_clean_00028.png,dog,animal,land,clean,dog_00335
clean/bird/bird_clean_00045.png,bird,animal,air,clean,bird_00336
clean/airplane/airplane_clean_00042.png,airplane,vehicle,air,clean,airplane_00337
clean/automobile/automobile_clean_00038.png,automobile,vehicle,land,clean,automobile_00338
clean/cat/cat_clean_00034.png,cat,animal,land,clean,cat_00339
clean/airplane/airplane_clean_00043.png,airplane,vehicle,air,clean,airplane_00340
clean/bird/bird_clean_00046.png,bird,animal,air,clean,bird_00341
clean/frog/frog_clean_00029.png,frog,animal,land,clean,frog_00342
clean/deer/deer_clean_00035.png,deer,animal,land,clean,deer_00343
clean/dog/dog_clean_00029.png,dog,animal,land,clean,dog_00344
clean/frog/frog_clean_00030.png,frog,animal,land,clean,frog_00345
clean/truck/truck_clean_00030.png,truck,vehicle,land,clean,truck_00346
clean/deer/deer_clean_00036.png,deer,animal,land,clean,deer_00347
clean/deer/deer_clean_00037.png,deer,animal,land,clean,deer_00348
clean/airplane/airplane_clean_00044.png,airplane,vehicle,air,clean,airplane_00349
clean/ship/ship_clean_00030.png,ship,vehicle,water,clean,ship_00350
clean/ship/ship_clean_00031.png,ship,vehicle,water,clean,ship_00351
clean/bird/bird_clean_00047.png,bird,animal,air,clean,bird_00352
clean/dog/dog_clean_00030.png,dog,animal,land,clean,dog_00353
clean/frog/frog_clean_00031.png,frog,animal,land,clean,frog_00354
clean/dog/dog_clean_00031.png,dog,animal,land,clean,dog_00355
clean/truck/truck_clean_00031.png,truck,vehicle,land,clean,truck_00356
clean/dog/dog_clean_00032.png,dog,animal,land,clean,dog_00357
clean/automobile/automobile_clean_00039.png,automobile,vehicle,land,clean,automobile_00358
clean/horse/horse_clean_00033.png,horse,animal,land,clean,horse_00359
clean/horse/horse_clean_00034.png,horse,animal,land,clean,horse_00360
clean/frog/frog_clean_00032.png,frog,animal,land,clean,frog_00361
clean/dog/dog_clean_00033.png,dog,animal,land,clean,dog_00362
clean/cat/cat_clean_00035.png,cat,animal,land,clean,cat_00363
clean/frog/frog_clean_00033.png,frog,animal,land,clean,frog_00364
clean/cat/cat_clean_00036.png,cat,animal,land,clean,cat_00365
clean/ship/ship_clean_00032.png,ship,vehicle,water,clean,ship_00366
clean/cat/cat_clean_00037.png,cat,animal,land,clean,cat_00367
clean/dog/dog_clean_00034.png,dog,animal,land,clean,dog_00368
clean/deer/deer_clean_00038.png,deer,animal,land,clean,deer_00369
clean/automobile/automobile_clean_00040.png,automobile,vehicle,land,clean,automobile_00370
clean/deer/deer_clean_00039.png,deer,animal,land,clean,deer_00371
clean/deer/deer_clean_00040.png,deer,animal,land,clean,deer_00372
clean/dog/dog_clean_00035.png,dog,animal,land,clean,dog_00373
clean/automobile/automobile_clean_00041.png,automobile,vehicle,land,clean,automobile_00374
clean/cat/cat_clean_00038.png,cat,animal,land,clean,cat_00375
clean/deer/deer_clean_00041.png,deer,animal,land,clean,deer_00376
clean/deer/deer_clean_00042.png,deer,animal,land,clean,deer_00377
clean/cat/cat_clean_00039.png,cat,animal,land,clean,cat_00378
clean/airplane/airplane_clean_00045.png,airplane,vehicle,air,clean,airplane_00379
clean/cat/cat_clean_00040.png,cat,animal,land,clean,cat_00380
clean/airplane/airplane_clean_00046.png,airplane,vehicle,air,clean,airplane_00381
clean/deer/deer_clean_00043.png,deer,animal,land,clean,deer_00382
clean/bird/bird_clean_00048.png,bird,animal,air,clean,bird_00383
clean/dog/dog_clean_00036.png,dog,animal,land,clean,dog_00384
clean/bird/bird_clean_00049.png,bird,animal,air,clean,bird_00385
clean/dog/dog_clean_00037.png,dog,animal,land,clean,dog_00386
clean/airplane/airplane_clean_00047.png,airplane,vehicle,air,clean,airplane_00387
clean/cat/cat_clean_00041.png,cat,animal,land,clean,cat_00388
clean/cat/cat_clean_00042.png,cat,animal,land,clean,cat_00389
clean/cat/cat_clean_00043.png,cat,animal,land,clean,cat_00390
